"data","stato","codice_regione","denominazione_regione","codice_provincia","denominazione_provincia","sigla_provincia","lat","long","totale_casi"
"2020-03-11T17:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,85
"2020-03-11T17:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,190
"2020-03-12T17:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,98
"2020-03-12T17:00:00","ITA",3,"Lombardia",13,"Como","CO",45.8099912,9.085159546,98
"2020-03-12T17:00:00","ITA",3,"Lombardia",14,"Sondrio","SO",46.17099261,9.87147489,23
"2020-03-12T17:00:00","ITA",3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,1146
"2020-03-12T17:00:00","ITA",3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,2136
"2020-03-12T17:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1598
"2020-03-12T17:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,468
"2020-03-12T17:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1302
"2020-03-12T17:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,169
"2020-03-12T17:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,199
"2020-03-12T17:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,1123
"2020-03-12T17:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,130
"2020-03-12T17:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,235
"2020-03-13T17:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,125
"2020-03-13T17:00:00","ITA",3,"Lombardia",13,"Como","CO",45.8099912,9.085159546,118
"2020-03-13T17:00:00","ITA",3,"Lombardia",14,"Sondrio","SO",46.17099261,9.87147489,23
"2020-03-13T17:00:00","ITA",3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,1307
"2020-03-13T17:00:00","ITA",3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,2368
"2020-03-13T17:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,1784
"2020-03-13T17:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,482
"2020-03-13T17:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1344
"2020-03-13T17:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,187
"2020-03-13T17:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,237
"2020-03-13T17:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,1133
"2020-03-13T17:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,143
"2020-03-13T17:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,569
"2020-03-14T17:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,158
"2020-03-14T17:00:00","ITA",3,"Lombardia",13,"Como","CO",45.8099912,9.085159546,154
"2020-03-14T17:00:00","ITA",3,"Lombardia",14,"Sondrio","SO",46.17099261,9.87147489,45
"2020-03-14T17:00:00","ITA",3,"Lombardia",15,"Milano","MI",45.46679409,9.190347404,1551
"2020-03-14T17:00:00","ITA",3,"Lombardia",16,"Bergamo","BG",45.69441368,9.668424528,2864
"2020-03-14T17:00:00","ITA",3,"Lombardia",17,"Brescia","BS",45.53993052,10.21910323,2122
"2020-03-14T17:00:00","ITA",3,"Lombardia",18,"Pavia","PV",45.18509264,9.160157191,622
"2020-03-14T17:00:00","ITA",3,"Lombardia",19,"Cremona","CR",45.13336675,10.02420865,1565
"2020-03-14T17:00:00","ITA",3,"Lombardia",20,"Mantova","MN",45.15726772,10.79277363,261
"2020-03-14T17:00:00","ITA",3,"Lombardia",97,"Lecco","LC",45.85575781,9.393392246,287
"2020-03-14T17:00:00","ITA",3,"Lombardia",98,"Lodi","LO",45.31440693,9.503720769,1276
"2020-03-14T17:00:00","ITA",3,"Lombardia",108,"Monza e della Brianza","MB",45.58439043,9.273582472,224
"2020-03-14T17:00:00","ITA",3,"Lombardia",988,"In fase di definizione/aggiornamento","",NA,NA,556
"2020-03-15T17:00:00","ITA",3,"Lombardia",12,"Varese","VA",45.81701677,8.822868344,184
